번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
3293,동물위탁관리업,02_03_10_P,3130000,3.13e+17,2020-06-04,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포,서울특별시 마포구 백범로**길 ** (대흥동),4136.0,감성그루밍,2022-04-28 18:10,I,2022-07-02 17:34,,194895.9952,449525.0065,동물위탁관리업,동물위탁관리업,0,0
3294,동물위탁관리업,02_03_10_P,3130000,3.13e+17,2021-04-16,,1,영업/정상,0,정상,,,,,070-4512-3435,0.0,,서울특별시 마포,서울특별시 마포구 잔다리로*길 **-* (서교동),4042.0,멍멍벅스,2022-04-28 18:10,I,2022-07-02 17:34,,192922.123,449983.0222,동물위탁관리업,동물위탁관리업,0,0
3295,동물위탁관리업,02_03_10_P,3130000,3.13e+17,2021-07-09,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포,"서울특별시 마포구 방울내로 **, *층 (망원동)",3960.0,세븐에이치샵(7H#),2022-04-28 18:10,I,2022-07-02 17:34,,191316.0937,450861.5094,동물위탁관리업,동물위탁관리업,0,0
3296,동물위탁관리업,02_03_10_P,3130000,3.13e+17,2021-09-10,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포,"서울특별시 마포구 고산길 ***, *층 (대흥동)",4106.0,견살롱,2022-04-28 18:10,I,2022-07-02 17:34,,195080.8278,450227.4911,동물위탁관리업,동물위탁관리업,0,0
3297,동물위탁관리업,02_03_10_P,3130000,3.13e+17,2021-11-26,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포,"서울특별시 마포구 와우산로**길 **, *층 (서교동)",4052.0,굿독,2022-04-28 18:10,I,2022-07-02 17:34,,193516.1849,450404.6049,동물위탁관리업,동물위탁관리업,0,0
3298,동물위탁관리업,02_03_10_P,3180000,3.18e+17,2019-09-19,,1,영업/정상,0,정상,,,,,02-842-5500,0.0,,서울특별시 영등포,"서울특별시 영등포구 신길로 ***, *층 (영등포동)",7307.0,BOB영등포점,2022-04-28 18:11,I,2022-07-02 17:34,,192044.4788,445724.2531,동물위탁관리업,동물위탁관리업,0,0
3299,동물위탁관리업,02_03_10_P,3180000,3.18e+17,2020-03-06,,1,영업/정상,0,정상,,,,,02-832-4588,0.0,,서울특별시 영등포,"서울특별시 영등포구 가마산로 ***, 성락빌딩 *층 (신길동)",7404.0,휴먼플러스(개밥주는고양이),2022-04-28 18:11,I,2022-07-02 17:34,,191180.2453,444543.2732,동물위탁관리업,동물위탁관리업,0,0
3300,동물위탁관리업,02_03_10_P,3180000,3.18e+17,2020-09-28,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 영등포,"서울특별시 영등포구 신길로 ***, ***동 ***호 (신길동, 신길뉴타운 한화 꿈에그린)",7400.0,다즐링(Dazzling),2022-04-28 18:11,I,2022-07-02 17:34,,191937.5546,444531.7292,동물위탁관리업,동물위탁관리업,0,0
3301,동물위탁관리업,02_03_10_P,3180000,3.18e+17,2021-05-07,,1,영업/정상,0,정상,,,,,02-835-1253,0.0,,서울특별시 영등포,"서울특별시 영등포구 여의대방로 ***, 에어스포렉스 *층 (신길동)",7359.0,개좋은날,2022-04-28 18:11,I,2022-07-02 17:34,,193119.547,445141.0459,동물위탁관리업,동물위탁관리업,0,0
3302,동물위탁관리업,02_03_10_P,3180000,3.18e+17,2021-10-06,,1,영업/정상,0,정상,,,,,260128439,0.0,,서울특별시 영등포,"서울특별시 영등포구 국회대로**길 **, *-*호 (영등포동*가, 아크로타워 스퀘어)",7246.0,캣독방,2022-04-28 18:11,I,2022-07-02 17:34,,191687.4929,446910.5408,동물위탁관리업,동물위탁관리업,0,0
3303,동물위탁관리업,02_03_10_P,3180000,3.18e+17,2022-06-03,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 영등포,"서울특별시 영등포구 당산로**길 *, 대성빌딩 *,*층 (당산동*가)",7259.0,다단,2022-06-03 9:59,I,2022-07-02 17:34,,190837.6675,446964.0997,동물위탁관리업,동물위탁관리업,0,0
3304,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-04-09,,1,영업/정상,0,정상,,,,,02-2683-4232,0.0,,서울특별시 송파,"서울특별시 송파구 백제고분로**길 *, ***호 (석촌동)",5679.0,우다닥고양이호텔,2022-04-28 18:11,I,2022-07-02 17:34,,208653.0576,444418.1234,동물위탁관리업,동물위탁관리업,0,0
3305,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-05-04,,1,영업/정상,0,정상,,,,,02-2043-7581,0.0,,서울특별시 송파,"서울특별시 송파구 성내천로*길 *, 동성빌딩 *층 (오금동)",5728.0,루시몽,2022-04-28 18:11,I,2022-07-02 17:34,,211963.2737,444452.6804,동물위탁관리업,동물위탁관리업,0,0
3306,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-05-04,,1,영업/정상,0,정상,,,,,02-475-0224,0.0,,서울특별시 송파,"서울특별시 송파구 풍성로**길 **, *층 (풍납동)",5529.0,제니펫하우스,2022-04-28 18:11,I,2022-07-02 17:34,,210470.7545,447824.2713,동물위탁관리업,동물위탁관리업,0,0
3307,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-05-16,,1,영업/정상,0,정상,,,,,02-409-7533,0.0,,서울특별시 송파,"서울특별시 송파구 오금로 ***, 연암빌딩 *층 (가락동)",5770.0,에버펫동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,212024.6305,443845.0049,동물위탁관리업,동물위탁관리업,0,0
3466,동물위탁관리업,02_03_10_P,3130000,3.13e+17,2022-04-11,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포,"서울특별시 마포구 어울마당로 **-*, 대유빌딩 *층 (서교동)",4040.0,캣케밍,2022-04-28 18:10,I,2022-07-02 17:34,,193071.6502,450114.5453,동물위탁관리업,동물위탁관리업,0,0
3467,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-05-21,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 위례광장로 ***, 근린생활시설동 *층 Y***호 (장지동, 송파와이즈더샵)",5852.0,제이코코(J co co),2022-04-28 18:11,I,2022-07-02 17:34,,212609.3774,441586.03,동물위탁관리업,동물위탁관리업,0,0
3468,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-05-21,,1,영업/정상,0,정상,,,,,02-423-8280,0.0,,서울특별시 송파,"서울특별시 송파구 올림픽로 ***, 잠실파인애플상가 *층 *~**호 (잠실동)",5501.0,연동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,207373.5002,445545.656,동물위탁관리업,동물위탁관리업,0,0
3469,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-05-23,,1,영업/정상,0,정상,,,,,02-411-1204,0.0,,서울특별시 송파,"서울특별시 송파구 충민로 **, 가든파이브툴 지하*층 (문정동)",5840.0,몰리스 놀이터/호텔,2022-04-28 18:11,I,2022-07-02 17:34,,210480.282,441833.1632,동물위탁관리업,동물위탁관리업,L00,0
3470,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-05-29,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 새말로 ***, 하나빌딩 *층 (문정동)",5799.0,펫도그 애견스쿨,2022-04-28 18:11,I,2022-07-02 17:34,,211424.6491,442406.1758,동물위탁관리업,동물위탁관리업,0,0
3471,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-06-28,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 중대로**길 **-**, *층 (가락동)",5825.0,멍찌네하우스,2022-04-28 18:11,I,2022-07-02 17:34,,211118.9779,443674.1035,동물위탁관리업,동물위탁관리업,0,0
3472,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-07-09,,1,영업/정상,0,정상,,,,,02-2203-7975,0.0,,서울특별시 송파,"서울특별시 송파구 삼학사로 **, *층 (석촌동)",5612.0,잠실베스트동물메디컬센터,2022-04-28 18:11,I,2022-07-02 17:34,,208542.1416,444755.6169,동물위탁관리업,동물위탁관리업,0,0
3473,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-07-12,,1,영업/정상,0,정상,,,,,02-2202-0075,0.0,,서울특별시 송파,"서울특별시 송파구 백제고분로 ***, *층 (잠실동)",5568.0,위드펫,2022-04-28 18:11,I,2022-07-02 17:34,,207433.006,444811.9218,동물위탁관리업,동물위탁관리업,0,0
3474,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-07-13,,1,영업/정상,0,정상,,,,,02-448-7588,0.0,,서울특별시 송파,"서울특별시 송파구 새말로*길 **, *층 (문정동)",5807.0,송파스마일동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,210894.0452,442447.6514,동물위탁관리업,동물위탁관리업,0,0
3475,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-07-16,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 올림픽로 ***, *층 (풍납동)",5520.0,잔다냥 강동점,2022-04-28 18:11,I,2022-07-02 17:34,,210665.9248,447991.0192,동물위탁관리업,동물위탁관리업,0,0
3476,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-09-07,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 새말로 ***, 어은회관 ***호 (문정동)",5809.0,송파바로동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,211255.7596,442338.1156,동물위탁관리업,동물위탁관리업,0,0
3477,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-09-13,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 삼전로 **, 남관빌딩 *층 (삼전동)",5606.0,25시 펫샵,2022-04-28 18:11,I,2022-07-02 17:34,,207835.268,444818.1365,동물위탁관리업,동물위탁관리업,0,0
3643,동물위탁관리업,02_03_10_P,3160000,3.16e+17,2018-04-12,,1,영업/정상,0,정상,,,,,02-2066-7977,0.0,,서울특별시 구로,"서울특별시 구로구 중앙로*길 **-**, 가동 *층 (고척동)",8223.0,캣스테이,2022-04-28 18:10,I,2022-07-02 17:34,,187916.3875,444451.622,동물위탁관리업,동물위탁관리업,0,0
3644,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-09-13,,1,영업/정상,0,정상,,,,,02-6941-1470,0.0,,서울특별시 송파,"서울특별시 송파구 올림픽로 ***, 롯데월드 S-***호 (잠실동)",5554.0,웰니스동물병원 롯데월드점,2022-04-28 18:11,I,2022-07-02 17:34,,208589.3633,445455.9041,동물위탁관리업,동물위탁관리업,0,0
3645,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-09-15,,1,영업/정상,0,정상,,,,,02-449-0075,0.0,,서울특별시 송파,"서울특별시 송파구 오금로 ***, 정림빌딩 *층 (거여동)",5744.0,온마음 동물메디컬센터,2022-04-28 18:11,I,2022-07-02 17:34,,212481.1143,443607.2504,동물위탁관리업,동물위탁관리업,0,0
3646,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-09-17,,1,영업/정상,0,정상,,,,,02-6227-7582,0.0,,서울특별시 송파,"서울특별시 송파구 가락로 ***, 세림빌딩 *층 (방이동)",5634.0,라임동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,210444.4877,445418.5016,동물위탁관리업,동물위탁관리업,0,0
3647,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-09-17,,1,영업/정상,0,정상,,,,,02-2043-7582,0.0,,서울특별시 송파,"서울특별시 송파구 양재대로 ****, 왕천빌딩 *층 (오금동)",5657.0,유앤동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,211187.2854,445282.8152,동물위탁관리업,동물위탁관리업,0,0
3648,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-09-19,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 법원로 **, 송파아이파크 E존동 ***호 (문정동)",5841.0,송파데일리동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,210698.85,441971.2713,동물위탁관리업,동물위탁관리업,0,0
3649,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-09-28,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 오금로 ***, 남양빌딩 *층 (방이동)",5643.0,종합동물병원 펫토피아,2022-04-28 18:11,I,2022-07-02 17:34,,210245.0525,445108.5728,동물위탁관리업,동물위탁관리업,0,0
3650,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-09-28,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 백제고분로*길 *-*, 남미빌딩 (잠실동)",5561.0,돌봄,2022-04-28 18:11,I,2022-07-02 17:34,,206958.7848,445321.8252,동물위탁관리업,동물위탁관리업,0,0
3651,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-10-01,,1,영업/정상,0,정상,,,,,02-420-7580,0.0,,서울특별시 송파,"서울특별시 송파구 백제고분로 ***, 그린빌딩 *층 (잠실동)",5570.0,꿈이크는 동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,207003.1559,444965.1486,동물위탁관리업,동물위탁관리업,0,0
3652,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-10-01,,1,영업/정상,0,정상,,,,,02-416-7512,0.0,,서울특별시 송파,"서울특별시 송파구 올림픽로**가길 *, *층 ***호 (신천동, 잠실 푸르지오 월드마크)",5510.0,더샵동물메디컬센터,2022-04-28 18:11,I,2022-07-02 17:34,,209087.1224,446139.1526,동물위탁관리업,동물위탁관리업,0,0
3653,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-10-02,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 석촌호수로 ***, *층 (삼전동)",5600.0,행복한우리아이 동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,208168.0563,444967.4448,동물위탁관리업,동물위탁관리업,0,0
3654,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-10-10,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 문정로*길 **, *층 (문정동)",5805.0,멍돌하우스,2022-04-28 18:11,I,2022-07-02 17:34,,210911.2562,442941.9684,동물위탁관리업,동물위탁관리업,0,0
3655,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-10-10,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,"서울특별시 송파구 중대로 **, 문정프라자 지하*층 (문정동)",5833.0,펫가든 동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,210343.6993,443288.285,동물위탁관리업,동물위탁관리업,0,0
3656,동물위탁관리업,02_03_10_P,3230000,3.23e+17,2018-10-12,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파,서울특별시 송파구 성내천로 *** (마천동),5747.0,두리동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,213472.4007,444156.6421,동물위탁관리업,동물위탁관리업,0,0
3657,동물위탁관리업,02_03_10_P,3240000,3.24e+17,2018-04-30,,1,영업/정상,0,정상,,,,,24845502,0.0,,서울특별시 강동,"서울특별시 강동구 성내로 **, 예원빌딩 (성내동)",5399.0,가람동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,210908.7191,447428.3234,동물위탁관리업,동물위탁관리업,0,0
3658,동물위탁관리업,02_03_10_P,3240000,3.24e+17,2018-05-02,,1,영업/정상,0,정상,,,,,02-484-7975,0.0,,서울특별시 강동,"서울특별시 강동구 양재대로 ****, 조희빌딩 *층 (천호동)",5306.0,동물병원 공감,2022-04-28 18:10,I,2022-07-02 17:34,,212605.5001,449677.003,동물위탁관리업,동물위탁관리업,0,0
3659,동물위탁관리업,02_03_10_P,3240000,3.24e+17,2018-05-29,,1,영업/정상,0,정상,,,,,02-6497-7582,0.0,,서울특별시 강동,"서울특별시 강동구 양재대로 ****, 연우빌딩 *층 (명일동)",5295.0,미드미 동물의료센터,2022-04-28 18:10,I,2022-07-02 17:34,,212626.7598,449455.5804,동물위탁관리업,동물위탁관리업,0,0
3660,동물위탁관리업,02_03_10_P,3240000,3.24e+17,2018-06-14,,1,영업/정상,0,정상,,,,,02-476-3927,0.0,,서울특별시 강동,서울특별시 강동구 양재대로 **** (성내동),5408.0,방주동물의료센터,2022-04-28 18:10,I,2022-07-02 17:34,,211745.0181,446699.1961,동물위탁관리업,동물위탁관리업,0,0
3661,동물위탁관리업,02_03_10_P,3240000,3.24e+17,2018-06-26,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강동,"서울특별시 강동구 천호대로 ****, ***호 (성내동, 엘아이지건영리가 주상복합)",5373.0,내품에동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,211917.6255,448030.2092,동물위탁관리업,동물위탁관리업,0,0
3662,동물위탁관리업,02_03_10_P,3240000,3.24e+17,2018-07-10,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강동,"서울특별시 강동구 아리수로**길 ** (고덕동, 래미안힐스테이트고덕)",5229.0,고래힐 동물병원,2023-01-31 11:45,U,2023-02-02 2:40,,212926.0899,450751.5243,동물위탁관리업,동물위탁관리업,0,0
3663,동물위탁관리업,02_03_10_P,3240000,3.24e+17,2018-08-14,,1,영업/정상,0,정상,,,,,02-474-5100,0.0,,서울특별시 강동,서울특별시 강동구 양재대로 **** (성내동),5376.0,둔촌동물병원,2022-04-28 18:10,I,2022-07-02 17:34,,212003.8855,447526.5545,동물위탁관리업,동물위탁관리업,0,0
3664,동물위탁관리업,02_03_10_P,3240000,3.24e+17,2018-09-10,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강동,"서울특별시 강동구 고덕로 ***, *층 (암사동)",5255.0,스마트 동물병원,2023-01-31 11:47,U,2023-02-02 2:40,,212077.9043,450259.5709,동물위탁관리업,동물위탁관리업,0,0
3665,동물위탁관리업,02_03_10_P,3240000,3.24e+17,2018-09-10,,1,영업/정상,0,정상,,,,,02-442-8287,0.0,,서울특별시 강동,"서울특별시 강동구 올림픽로 ***, 서연빌딩 *층 (암사동)",5251.0,마리스동물의료센터,2023-01-31 11:50,U,2023-02-02 2:40,,211349.7254,450207.0182,동물위탁관리업,동물위탁관리업,0,0
3666,동물위탁관리업,02_03_10_P,3240000,3.24e+17,2018-09-17,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강동,서울특별시 강동구 진황도로 **-* (천호동),5334.0,노랑강아지,2022-04-28 18:10,I,2022-07-02 17:34,,211457.5374,448537.7149,동물위탁관리업,동물위탁관리업,0,0
3799,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2018-04-24,,1,영업/정상,0,정상,,,,,02-949-6555,0.0,,서울특별시 노원,"서울특별시 노원구 공릉로 ***, *층 (공릉동)",1837.0,핫독,2022-04-28 18:11,I,2022-07-02 17:34,,206912.2653,457815.3575,동물위탁관리업,동물위탁관리업,0,0
3800,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2018-05-17,,1,영업/정상,0,정상,,,,,070-8229-2525,0.0,,서울특별시 노원,"서울특별시 노원구 덕릉로**길 ***, *층 (월계동)",1871.0,MOMO,2022-04-28 18:11,I,2022-07-02 17:34,,203786.5847,458928.5289,동물위탁관리업,동물위탁관리업,0,0
3801,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2018-07-02,,1,영업/정상,0,정상,,,,,02-931-5275,0.0,,서울특별시 노원,"서울특별시 노원구 상계로*길 *, 대유빌딩 ***호 (상계동)",1693.0,애견카페 개그멍,2022-04-28 18:11,I,2022-07-02 17:34,,205382.052,461558.8326,동물위탁관리업,동물위탁관리업,0,0
3802,동물위탁관리업,02_03_10_P,3100000,3.1e+17,2018-07-09,,1,영업/정상,0,정상,,,,,02-977-0275,0.0,,서울특별시 노원,서울특별시 노원구 동일로 **** (공릉동),1839.0,엔젤동물병원,2022-04-28 18:11,I,2022-07-02 17:34,,206275.365,458463.7118,동물위탁관리업,동물위탁관리업,0,0
3803,동물위탁관리업,02_03_10_P,3160000,3.16e+17,2018-09-06,,1,영업/정상,0,정상,,,,,28397585,0.0,,서울특별시 구로,서울특별시 구로구 도림로 ** (구로동),8371.0,라라동물의료원,2022-04-28 18:10,I,2022-07-02 17:34,,190349.9239,443019.534,동물위탁관리업,동물위탁관리업,0,0
